"Gene_ID	Control001	Control003	Control004	Control005	Control006	Control007	Control008	Convalescent001	Convalescent002	Convalescent003	Convalescent004	Convalescent005	LongCOVID001	LongCOVID002	LongCOVID003	LongCOVID004	LongCOVID005	LongCOVID006	LongCOVID007	LongCOVID008	LongCOVID009	LongCOVID010	LongCOVID011"
"Group	Control	Control	Control	Control	Control	Control	Control	Convalescent	Convalescent	Convalescent	Convalescent	Convalescent	LongCovid	LongCovid_BrainFog	LongCovid	LongCovid	LongCovid	LongCovid	LongCovid	LongCovid_BrainFog	LongCovid_BrainFog	LongCovid_BrainFog	LongCovid_BrainFog"
"ENSG00000108774	6.35706	6.92562	6.60968	7.10969	6.68786	6.92225	6.59909	6.98635	6.86776	6.82565	6.87771	6.94001	7.16539	6.93048	6.78843	6.9292	6.48559	6.86315	6.74707	6.48445	7.2448	7.07789	7.2085"
"ENSG00000108784	7.12092	7.37341	7.14428	6.90915	7.00737	6.67028	6.43478	6.81497	6.99547	6.66066	6.94182	6.96422	7.05686	6.93356	7.02997	7.02613	6.76311	6.99728	7.01263	6.51332	6.90107	7.03694	6.53016"
"ENSG00000108785	0	0	0	0	0	0	0	0.709519	0	0	0	0	0	0	0	0	0.2909	0	0	0	0	0	0"
"ENSG00000108786	1.6728	2.30142	0.72288	2.7974	1.38955	0	0	1.17996	1.66745	3.00027	1.32703	1.51138	1.46555	1.3692	3.11645	0.693147	1.61207	2.75898	2.18567	2.15342	1.54048	0	1.00892"
"ENSG00000108788	7.12593	7.09271	7.15066	7.34724	7.44146	6.67655	6.61968	7.42122	7.07968	7.15631	7.18858	7.25789	7.23966	7.03874	7.23916	7.19684	7.30593	7.32763	7.16931	7.10873	7.17488	6.93599	7.0911"
"ENSG00000108797	2.40327	1.44682	2.94522	0.631116	1.53127	1.62706	2.08443	1.57393	0.579013	2.26568	1.98436	0.994551	2.17812	2.46351	0	2.48538	1.7487	2.6065	2.11169	2.26759	1.49388	2.66867	1.54114"
"ENSG00000108798	7.46105	7.24261	7.09236	7.44973	7.69296	6.47686	6.49402	7.73598	7.38021	7.74879	7.72478	7.26754	7.47525	7.51139	7.69035	7.75444	7.63067	7.79728	7.62481	7.16539	7.33604	6.88461	7.9113"
"ENSG00000108799	6.39987	6.53157	6.79024	6.39928	6.65518	6.00591	5.94315	6.60918	6.10116	6.37616	6.07002	6.3546	6.43478	6.35233	6.62242	6.58522	6.51408	6.60887	6.36449	6.36813	6.27427	6.64353	6.34987"
"ENSG00000108813	2.04793	3.14505	2.16986	2.62939	2.49502	1.61963	0.693364	1.97892	2.23926	2.41777	1.22903	2.28359	2.9322	2.27119	2.38769	2.91536	2.65975	2.1666	1.29574	1.44266	2.26312	2.09595	2.43384"
"ENSG00000108819	3.92265	4.88813	4.60158	4.47067	4.33013	4.52842	4.0356	3.83623	4.62717	4.34428	4.34906	4.28594	4.66568	4.24716	4.34728	4.45919	4.36346	4.18367	4.4301	4.42773	4.8374	4.55469	4.40005"
"ENSG00000108821	0	0	0.339977	1.38794	0.693147	4.01642	4.16977	0	0	0	0	1.00605	0.699412	2.40647	0	0.693147	0	0	0	1.18775	1.05878	1.39845	2.57882"
"ENSG00000108823	2.54777	2.16819	1.44308	3.07477	1.74151	2.69041	1.67058	2.8687	2.23607	1.56895	1.88043	1.834	2.4687	2.04988	2.80509	2.59926	2.17997	1.8995	2.66784	1.95563	2.58642	2.04097	2.17747"
"ENSG00000108825	0	1.3222	1.13832	1.20002	1.88182	1.35657	1.83324	1.5152	1.09947	1.15745	2.30098	2.01701	1.22659	0	0	1.64659	1.41994	0	2.4488	0	0	0	1.08521"
"ENSG00000108826	6.28196	6.23067	6.26001	6.4907	6.29217	6.67408	6.53706	6.53486	6.37529	6.3781	6.64311	6.57951	6.4646	6.19956	6.34849	6.43585	6.47818	6.42836	6.81023	6.4424	6.54938	6.0435	5.94515"
"ENSG00000108828	6.97326	6.93599	7.11882	6.7247	6.8486	6.50585	6.82848	6.64028	6.58245	6.75833	6.9292	6.89559	7.01356	6.71461	6.88347	6.9595	6.76684	6.72099	6.72672	6.94001	7.23869	6.97886	6.64264"
"ENSG00000108829	6.50089	6.9686	6.40652	6.88492	6.60233	6.99026	6.73055	6.67641	6.33333	6.434	6.59065	6.75342	6.63985	6.80448	6.44365	6.68101	6.69189	6.50506	6.82123	6.31947	6.7561	6.87876	6.56884"
"ENSG00000108830	1.32502	0.82658	1.63058	0.631558	1.35456	1.10767	1.67001	1.63734	1.26625	0.9736	0	1.01826	0	0	1.0368	0.693147	0	1.012	0.428135	1.44277	1.05718	2.09277	0.955709"
"ENSG00000108839	5.31822	4.87576	5.46483	6.27034	5.57428	4.9037	5.36554	6.46961	7.0565	6.21677	7.22294	5.80023	6.78311	4.88582	6.0539	5.58511	6.64972	5.43265	7.42317	6.70426	5.1199	5.31903	5.60474"
"ENSG00000108840	7.54448	7.67135	7.42878	7.53566	7.5748	7.44942	7.18147	7.40526	7.36264	7.23215	7.4992	7.54193	7.34792	7.238	7.61506	7.41509	7.6027	7.36795	7.49012	7.1771	6.77217	7.37462	6.73363"
"ENSG00000108846	5.81419	5.49033	6.18936	5.56377	5.83696	5.49714	5.06269	7.17514	7.27898	6.54585	7.44451	6.47589	6.39126	5.94569	7.12294	6.09923	6.55725	5.87266	7.21401	6.39987	6.02272	6.22768	6.24006"
"ENSG00000108848	7.01802	6.6742	7.1466	7.22622	6.91485	6.32726	6.22426	7.39239	7.26922	6.89702	6.38112	6.70645	6.86252	6.58059	6.97056	7.05194	7.07203	7.36895	6.69604	6.95312	6.68134	6.80365	7.06955"
"ENSG00000108852	3.76328	3.51284	3.58443	2.98283	2.88234	2.39076	3.17847	2.70215	2.23345	3.51821	2.73808	2.17363	2.61956	3.14648	3.02478	2.48321	2.4613	2.38899	2.70625	2.49502	3.87798	3.43637	3.34081"
"ENSG00000108854	5.34191	5.36429	5.04743	5.00672	5.50621	5.70228	5.7913	4.91822	4.96586	5.19732	5.18442	5.05323	5.03973	5.59753	5.11785	5.06054	5.56223	5.02161	4.88414	5.24827	5.50171	5.75227	6.1764"
"ENSG00000108861	6.35967	6.74772	5.76003	6.9694	6.83302	6.67584	6.52043	6.62835	6.29097	6.33516	6.43305	6.34041	6.81812	6.35025	6.59649	6.54556	6.54126	6.47415	6.1386	5.96509	6.41371	6.24038	6.11587"
"ENSG00000108878	0	0	0.47045	0	0	0	0	0	0	0	0	0	0	0	1.35265	0	0	0	0	0	0	0	0"
"ENSG00000108883	8.08798	8.22462	8.10955	8.2095	8.21577	7.73954	7.63892	8.33418	7.79602	8.00357	8.02673	7.87282	8.17845	7.97308	8.37938	8.22042	8.11658	8.28774	7.78235	7.45396	7.68392	8.1431	7.73275"
"ENSG00000108924	1.34701	1.43051	2.04753	0	0	1.63411	1.66926	1.80334	0.586939	2.66066	1.64229	1.40711	2.06303	0.693147	0.693147	2.15233	0.19758	1.90017	1.90243	2.9317	2.20438	2.60898	1.18313"
"ENSG00000108932	4.1041	4.12112	3.93938	4.41985	4.43781	5.3395	5.77043	4.30491	2.76702	4.38155	4.1886	4.2345	4.04803	4.80717	4.40186	4.07864	3.90998	4.48331	3.84307	3.388	5.64744	4.29335	5.50829"
"ENSG00000108946	7.96279	7.59772	7.66308	8.25087	8.05941	7.59705	7.87177	8.44452	7.7094	8.27142	8.0062	7.9013	8.04328	7.85792	8.16957	8.12706	8.18203	8.34341	7.75635	7.77775	7.55449	7.83292	7.7835"
"ENSG00000108947	0	0	0	0	0	1.10833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0"
"ENSG00000108950	2.09917	3.57162	0.439833	2.80386	1.75136	2.87766	2.54584	2.71093	3.50985	2.65975	1.90133	2.41597	4.31058	2.64115	3.64151	3.80817	3.5873	2.27156	3.20392	3.4856	3.21837	2.87108	3.72009"
"ENSG00000108953	6.92784	7.00355	6.63604	7.32963	6.98242	7.20064	7.32763	7.308	7.25989	7.21719	7.21659	7.17127	6.95232	7.03434	6.83954	7.1313	7.20672	6.9328	7.12257	6.69604	7.02036	6.80629	6.77957"
"ENSG00000108958	0	0.797649	0	0	0	0	0.942432	0.799767	0	0	0	0.836851	1.18313	0	1.20778	0	0	0.794546	0	0.728445	0.881027	0	0"
"ENSG00000108960	5.65941	5.1904	5.25889	6.36228	5.90907	5.0995	5.70187	6.90723	7.56683	7.21768	7.12857	6.89309	6.75125	6.07382	6.41371	6.24963	6.31438	6.01572	7.39582	6.59444	6.02456	5.88025	6.49427"
"ENSG00000108961	6.72158	6.77894	6.92504	6.53157	6.43078	6.47544	6.14573	6.47916	6.95117	6.62199	6.84166	6.74366	6.66916	6.67729	6.62159	6.62067	6.62639	6.61796	6.91324	6.90397	6.6465	6.58598	6.30144"
"ENSG00000108963	7.3582	7.33655	7.50317	6.96261	7.23268	6.99849	7.00299	6.95166	6.98078	7.02925	6.75636	7.13686	7.01126	7.25354	7.20151	7.0724	6.98776	7.07344	7.07084	7.36757	7.09976	7.05794	7.11524"
"ENSG00000108984	4.81463	5.06965	5.09174	5.24921	5.13863	4.99258	5.02932	4.9439	4.8709	5.04438	4.8473	4.9429	4.93174	5.51846	4.633	5.13743	4.99038	4.91779	4.99202	4.84018	5.23548	5.12287	4.44403"
"ENSG00000109016	6.04107	6.13973	6.00309	6.34747	6.19477	5.47545	5.56416	6.3514	6.05355	6.02456	6.2538	6.47728	6.33699	5.9537	6.32592	6.31191	6.2448	6.1684	6.3695	5.7555	5.95266	5.6831	5.70201"
"ENSG00000109046	7.97138	7.55939	7.75635	8.11897	8.21719	8.01067	7.92348	8.24314	8.02034	7.91935	8.04112	7.95416	7.94766	8.26508	7.98905	7.90579	7.86456	8.09475	7.95498	7.85112	7.20151	7.79666	7.46169"
"ENSG00000109047	1.52287	1.43813	0	0	0	0	0	0	0	0.2812	0.699806	0	0	1.43834	0	0.693147	0	0	0.425226	1.03266	0.632874	0	2.02748"
"ENSG00000109062	8.80733	8.57754	8.82957	8.62845	8.69471	8.38812	8.2149	8.71314	8.51524	9.21704	8.93	8.74745	8.65685	8.86674	8.98574	8.81565	9.11864	9.21704	8.85724	8.80482	8.30467	8.73392	8.12895"
"ENSG00000109063	3.93719	3.9477	3.46051	2.75405	3.58044	3.25198	3.1101	3.54074	3.67627	3.82923	2.44337	2.56059	3.1662	3.03577	3.90037	3.21881	3.66098	3.18747	3.88146	2.56412	3.32333	4.30634	3.06516"
"ENSG00000109065	7.04613	7.14393	7.34755	7.13928	7.17937	6.92117	6.84088	7.01126	7.02	6.98881	6.67268	7.02823	7.18099	6.92316	7.11163	7.01672	7.05234	6.95191	7.20707	7.2319	7.06124	6.98242	7.03952"
"ENSG00000109066	5.80058	6.06635	5.71958	5.74008	5.97547	6.11446	6.18715	6.01131	5.4719	5.78708	5.89682	5.9425	5.74338	5.96159	6.03099	6.14968	5.95662	5.80859	6.17942	5.95985	6.0785	5.7913	5.77835"
"ENSG00000109072	0	1.36672	1.63621	0.632437	1.46	0	0	0	0.584233	1.44593	0	0	0	0.735159	0.693147	0	0	1.11384	1.28132	2.08787	0	0	0.969208"
"ENSG00000109079	5.92083	5.852	6.16868	6.08498	6.21101	6.01912	6.07784	6.2863	5.80929	6.07767	5.86028	6.0874	5.97605	5.47302	6.16625	6.00991	6.24691	6.24217	6.01825	6.16945	5.33526	5.97164	5.35283"
"ENSG00000109083	5.74127	5.99023	5.83696	5.94546	5.71463	6.00782	5.99494	5.76309	6.05796	5.6466	6.02781	5.98585	5.91275	5.79101	5.6779	6.04008	5.79818	5.55396	6.00676	6.05419	6.03906	6.02456	5.8615"
"ENSG00000109084	4.11916	3.76614	4.16147	3.87533	3.83552	4.56131	4.41303	3.67849	3.7668	4.10705	4.29767	4.12908	3.7347	3.65734	4.26962	3.94748	4.55533	4.10517	4.21939	3.55977	3.86632	4.09334	2.73851"
"ENSG00000109089	0.746732	1.36385	1.25174	1.72859	0	1.11011	0.693364	1.92441	0	2.16952	2.64561	0.662485	1.58312	1.80771	1.10135	0.693147	1.1763	1.60483	2.50836	0	0	0	2.26907"
"ENSG00000109099	3.93421	3.88081	2.7983	3.15543	3.43727	5.39277	5.99201	1.82534	3.44115	2.76603	3.48682	3.41579	3.51203	3.66997	1.92288	3.1932	2.9395	3.69224	3.10555	3.94587	4.52733	3.93326	5.24902"
"ENSG00000109103	7.47955	7.78069	7.41726	7.51498	7.59182	7.12799	7.13733	7.50934	7.5923	7.13325	7.71467	7.47896	7.64022	7.42878	7.38421	7.70089	7.40306	7.37695	7.55517	7.52904	7.57404	7.31906	7.5007"
"ENSG00000109107	7.07013	6.96979	7.34303	6.61367	6.91201	6.95358	7.34579	6.64168	6.83117	6.70609	6.76745	6.83724	6.83814	6.5639	6.86018	6.75663	6.85735	6.67927	6.62461	7.20243	6.72087	6.95737	6.20204"
"ENSG00000109111	6.20567	6.26505	6.3559	6.05769	6.29261	6.38553	5.93972	5.95969	5.73726	5.87227	5.82583	5.88802	6.11446	6.20101	6.12534	5.92173	5.85951	6.05545	5.84099	6.13518	5.83149	6.28954	6.29037"
"ENSG00000109113	6.3877	6.79878	6.06585	6.33526	6.45546	6.1545	6.3514	6.41371	6.32365	6.21852	6.55929	6.53792	6.62868	6.0152	6.27673	6.57658	6.01783	6.06042	6.29555	6.11979	6.99147	6.33258	6.84471"
"ENSG00000109118	5.71666	5.83634	5.77572	5.64296	5.60252	6.04107	5.8531	5.56047	5.35632	5.6779	5.54884	5.44256	5.53698	5.95343	5.784	5.46445	5.69271	5.60845	5.74242	5.74639	6.02482	6.11156	6.21944"
"ENSG00000109133	5.8392	5.28825	5.53698	6.06152	5.8749	5.50621	5.62964	5.9952	5.56406	6.0785	5.57357	5.71272	5.93597	5.62679	5.63462	5.68493	5.8902	5.90613	5.69448	5.1982	5.58913	5.0927	6.04317"
"ENSG00000109158	0	0	0	0	0	0	0	0	0.586135	1.19735	0	0	0	0	0	0	0	0	0	0	0	0	0"
"ENSG00000109163	0	0	0	1.07541	0	0	0	0	1.27291	0	0	0	0	0	0	0	0	0	0	0	0	0	0"
"ENSG00000109171	6.23456	6.16563	6.02249	6.24768	6.16251	6.24636	6.10303	6.1809	6.1014	6.11032	6.16563	6.04317	6.0528	6.45483	6.29007	5.95662	5.75859	6.11687	6.08613	6.17131	5.90041	6.31796	6.12761"
"ENSG00000109180	6.8664	6.52995	6.79983	6.82096	6.63367	6.69301	6.87213	6.59995	7.11477	6.89528	6.81258	6.92272	6.74864	6.79755	6.6051	6.7557	6.66712	6.68664	6.68036	6.78942	6.61089	6.63135	6.53189"
"ENSG00000109182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.03607	0	0	0"
"ENSG00000109184	5.3004	4.81685	4.86445	5.33814	5.1135	4.61194	4.91605	5.39352	4.99346	5.41802	4.64563	4.90318	4.74936	5.11053	5.24737	5.02609	5.33102	5.4801	4.72796	5.1003	4.81625	4.94988	4.99105"
"ENSG00000109189	4.39722	4.35911	3.56672	3.83325	3.65837	4.15098	4.13083	3.66037	1.86865	4.00837	3.63756	3.83325	3.8568	4.0922	3.57007	4.38498	3.68596	3.88466	3.51854	3.83623	5.0515	4.11153	4.91189"
"ENSG00000109220	5.9202	5.98209	5.97433	6.11883	5.8911	6.78191	6.76684	5.83077	6.07822	6.02323	6.33016	6.09175	5.90107	6.32497	5.7775	5.73663	5.67655	5.79984	6.18851	6.1463	6.75375	6.04464	6.60037"
"ENSG00000109255	0	0.860575	0	1.07508	0.693147	1.43448	0	0	0	0	0	0	1.0306	0.693147	0	0	1.25331	0.711536	0	0	0	0	0.92873"
"ENSG00000109265	0	0	1.45173	1.38745	1.72686	1.0999	0	2.18635	1.76341	1.67263	1.18462	0	0	1.79199	2.02221	1.5363	1.47751	0	2.57657	1.00233	0	0.873407	1.17475"
"ENSG00000109270	6.02034	5.50829	5.67375	6.1545	6.05355	6.52064	6.75636	6.0466	5.73891	6.37764	5.77642	5.99818	5.99629	6.29919	5.89525	5.97677	6.08918	6.1463	5.80742	5.60935	6.63433	5.31275	6.58304"
"ENSG00000109272	3.31448	2.93059	4.17739	3.8987	3.41546	4.2885	5.08173	5.54545	6.64683	5.15858	6.2737	4.81112	4.99038	5.08419	3.8612	4.94408	4.21626	4.28508	5.31609	4.38498	4.05431	3.03759	3.76301"
"ENSG00000109320	7.51357	7.4696	7.57867	7.59772	7.64584	8.94772	8.58778	7.64359	7.20428	7.25119	7.10615	7.51139	7.30924	7.64022	7.64141	7.34579	7.62674	7.71176	7.05826	7.53566	7.34612	7.66533	7.53713"
"ENSG00000109321	4.01687	4.89837	3.55227	2.38605	2.15403	6.71597	7.43703	1.0243	3.84992	2.50985	3.25586	3.48743	4.95765	7.30183	2.462	4.23314	0.694011	1.90439	2.13565	6.01805	5.66186	5.14323	7.19394"
"ENSG00000109323	6.39853	6.62868	6.21296	6.85305	6.90063	6.4744	6.48001	6.75847	6.21645	6.48875	6.56182	6.45852	6.54191	6.60591	6.58796	6.7552	6.48581	6.74406	6.34481	6.27427	6.20045	6.51606	6.2053"
"ENSG00000109332	9.27036	8.60007	8.72628	8.74745	8.63802	9.0097	9.26584	8.65685	9.0788	9.11864	8.75513	8.88817	8.79498	8.82577	8.75746	8.6821	8.73993	8.71314	8.56367	8.76147	8.94772	8.80482	9.44736"
"ENSG00000109339	1.55633	1.3859	0.693364	1.60281	1.72551	1.96078	1.1179	2.16769	1.81928	1.54825	2.03341	1.18866	0.734332	1.55283	0	1.7768	1.53242	1.65987	2.8198	2.84946	1.46472	2.17016	2.65368"
"ENSG00000109381	6.10378	6.4301	6.34103	5.99745	5.96998	6.74207	6.40991	6.38112	6.1738	6.16062	6.19123	6.21944	6.33729	6.6958	6.19527	6.06217	6.20632	6.30265	6.17698	6.66712	7.03533	6.88535	7.1021"
"ENSG00000109390	6.12619	5.68162	5.79775	5.84334	5.5364	5.93326	6.08227	5.59705	6.35382	6.32242	5.92221	5.80159	5.92809	5.49594	5.66186	6.09761	5.97677	5.63505	5.97677	5.95969	6.29628	5.6361	6.34083"
"ENSG00000109436	5.72189	5.83975	5.60149	6.17661	6.11931	5.72681	6.00794	6.40785	5.61845	5.78036	6.00263	5.85247	5.98429	6.23515	5.64889	5.65386	5.89312	5.76366	5.78965	5.40413	5.26666	5.81185	4.86044"
"ENSG00000109445	6.47934	6.25767	6.415	6.51196	6.60796	6.44365	6.41083	6.70166	6.28008	6.52849	6.36987	6.56825	6.34402	6.31121	6.42836	6.36377	6.62782	6.81812	6.34799	6.28603	6.51508	6.26154	6.46555"
"ENSG00000109452	5.86817	5.64796	6.16062	5.6071	5.71984	6.26001	6.27389	5.87829	5.996	6.18516	5.70477	6.39005	5.73041	6.24825	6.50203	6.18056	6.12619	6.00733	5.78857	7.09787	6.33643	6.49273	5.95533"
"ENSG00000109458	2.38978	2.81157	2.34494	3.53008	2.99963	3.58044	3.51854	2.88029	3.21965	2.39787	2.81515	3.16668	2.68757	3.13113	2.8586	2.97239	3.29964	2.50985	3.20322	1.92735	0.626606	3.47839	3.34652"
"ENSG00000109466	5.93262	5.83658	5.88645	6.28648	6.24077	5.96054	6.05957	6.13548	5.81556	5.77043	5.95404	5.81757	6.01912	5.97214	5.82948	5.93785	5.77437	5.98184	5.68669	5.73891	5.74826	5.94985	6.19158"
"ENSG00000109471	0	1.39315	0	0	0	0	0	0	0	0.273152	0	0	0	0	0	1.10571	1.08029	0	1.46483	1.49388	1.05031	1.94478	1.72971"
"ENSG00000109472	0	0.851571	0.709706	0.632874	0	2.27457	1.91195	1.81047	0	0	0.694011	0	1.02717	0.817256	0	1.08604	0	0.712976	1.05718	1.07362	0.632874	0	0.938842"
"ENSG00000109475	7.90495	8.08026	8.5306	8.05034	7.82946	8.4931	8.27811	7.8101	8.73993	8.31928	8.18672	8.45877	8.03213	8.21134	7.82474	8.19139	8.07023	7.96279	8.21827	8.55492	8.68747	8.25321	8.15234"
"ENSG00000109501	5.1064	5.10195	5.5267	4.46034	4.79965	4.99708	4.62736	4.93174	4.29618	4.97079	4.83712	4.96148	4.91761	5.03704	5.17211	4.67461	5.38069	4.70171	4.99861	5.05288	4.19632	4.51906	4.22629"
"ENSG00000109511	1.36672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0"
"ENSG00000109519	6.82636	7.21973	6.78757	6.74207	6.71151	7.51452	7.44898	6.67176	6.68851	6.51508	6.6849	6.80448	6.81414	7.13382	6.52252	6.80673	6.56966	6.53452	6.87436	7.2758	7.30638	7.19574	7.04079"
"ENSG00000109534	4.2122	3.57411	3.83623	4.27928	3.69394	4.55222	4.72844	3.74552	4.38278	4.18273	3.66177	4.20428	3.71633	3.97312	3.69729	3.69342	4.18054	4.16768	3.91385	3.74261	4.27068	3.9175	4.74838"
"ENSG00000109536	5.75453	5.58007	5.61942	5.73663	5.59669	5.77184	5.90344	5.7891	6.13065	5.88802	6.0371	5.70902	5.59753	5.54332	5.76739	5.77962	5.78494	5.76242	5.87139	5.8079	6.06001	5.87547	6.20608"
"ENSG00000109572	5.10264	4.39227	5.07031	5.60397	5.26583	5.49878	5.30874	5.83634	5.41123	5.5644	5.87442	5.23019	5.22921	5.1356	5.40555	5.28247	5.48937	5.56704	5.76028	5.38614	4.80174	5.01911	4.0985"
"ENSG00000109576	0	0	0	0	0	0	0	0	0	0	0	0	1.00388	0.761953	0	0	0	0	0	0	1.02648	0	0"
"ENSG00000109586	5.30715	5.4457	5.03446	5.71312	5.59413	5.04595	5.17211	5.62639	5.02531	5.49381	5.07869	5.40026	5.7555	5.376	5.46725	5.51402	5.43985	5.65333	4.63265	4.87716	4.64435	5.21535	5.12028"
"ENSG00000109606	6.92562	6.66197	6.91858	7.08634	7.13773	7.31188	7.25025	7.22876	6.82598	7.27325	6.83117	6.96979	6.88995	7.1952	7.16671	6.96084	7.25025	7.29374	6.77128	6.92562	7.03791	6.81023	7.50531"
"ENSG00000109610	0.461475	0	0	0	0	0	0	0	0	0	0	0	0	0	0.693147	0	0	0	0	0	0	0	0"
"ENSG00000109618	4.37384	4.33851	4.53395	4.49179	4.4972	4.13457	4.26089	4.48908	3.915	4.55061	4.10637	4.05431	3.78713	4.15421	4.35259	3.82923	4.40529	4.66505	4.47391	4.34753	4.74532	4.23106	4.85597"
"ENSG00000109654	3.36187	2.89033	3.31705	3.14648	2.55084	2.65813	2.50781	2.7107	2.74019	3.69696	0	3.05377	3.66177	3.01647	2.82396	2.6531	3.02405	3.27201	2.90568	3.23678	3.44351	1.93113	2.48925"
"ENSG00000109667	5.6974	6.28979	5.4421	5.85058	5.88081	5.52064	5.46386	5.8211	5.33141	5.73136	5.74521	5.92338	5.98728	5.63268	5.62177	6.20342	5.35508	5.27789	5.50307	4.82281	5.52776	5.67218	5.42314"
"ENSG00000109670	6.39407	6.48708	6.16674	6.14905	6.1764	6.79623	6.79829	6.17027	6.42521	6.30455	6.0637	6.20632	6.12688	6.57984	6.17027	6.09505	6.11587	6.28648	6.27127	6.18056	6.467	6.73158	6.68036"
"ENSG00000109674	0	0.836099	1.91054	2.14948	1.93747	0	1.51428	1.00787	0	1.67363	1.53251	1.39964	2.08708	2.16839	2.67043	2.14834	2.81085	0.700402	2.09125	0.669933	1.51624	1.4154	0.937332"
"ENSG00000109680	4.19502	4.0891	3.92274	3.97145	3.5466	4.19679	4.16448	3.44492	4.2807	4.07307	4.34271	3.64878	3.53738	4.6708	3.85051	3.5928	3.94307	4.18709	3.90606	4.20542	3.7468	3.95244	4.03446"
"ENSG00000109684	2.82291	1.5079	1.46872	1.60034	2.15493	1.92735	1.51953	2.04982	3.51913	2.51642	2.81189	2.4659	1.79704	2.29999	2.05376	2.14789	2.28627	2.27932	2.93188	2.81157	1.49685	3.01508	0"
"ENSG00000109685	5.23379	5.47681	5.41971	5.2682	5.40026	5.35859	5.06471	5.06311	5.11053	5.16642	5.22921	5.29267	5.26058	5.43324	5.31212	5.20204	5.5149	5.11569	5.24212	5.48468	5.38716	5.57203	5.44091"
"ENSG00000109686	0.940354	1.32703	1.59646	1.99663	1.67436	0	2.69315	1.52625	2.19466	1.79956	2.19843	1.73848	0	1.10233	2.0936	1.98214	1.59248	2.01022	0.830565	1.60432	2.61628	0.994551	2.08933"
"ENSG00000109689	6.21398	6.05596	6.00509	5.96386	6.05637	6.41336	6.18289	6.04766	6.32637	6.2562	6.06557	5.8899	5.8531	6.4744	6.06001	6.06202	6.08102	5.94985	5.96998	6.40685	6.02781	6.49007	6.65385"
"ENSG00000109736	7.38254	7.50845	7.47237	7.29852	7.2448	7.27041	7.25453	7.20428	7.36361	7.74147	7.53511	7.33604	7.69083	7.55883	7.54618	7.60911	7.55449	7.54142	7.40768	7.45542	7.47718	7.53434	7.37132"
"ENSG00000109743	6.90327	7.48204	6.57455	7.60786	7.18399	6.8945	6.68664	7.24716	7.21563	6.94927	7.11798	7.26282	7.39648	7.07749	7.00069	7.15514	6.83438	7.14345	6.92784	6.0584	7.27277	6.91437	6.8216"
"ENSG00000109756	3.71079	3.86604	3.7221	3.53121	3.87733	4.72796	4.8709	3.74594	3.54348	3.33326	3.79498	3.46828	3.94555	4.16337	3.85658	3.78444	3.04771	3.66391	3.65428	3.53673	4.75921	3.72267	5.03644"
"ENSG00000109758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.693147	0	1.94867	0	0	1.12063	0	0	0"
"ENSG00000109762	4.88111	4.66505	4.97949	4.80298	5.03995	5.26792	4.93886	5.37579	5.32314	5.06801	5.66204	4.90853	4.78987	5.14446	5.15728	5.01757	5.12287	5.20266	5.67218	5.22676	4.80839	5.56806	5.00551"
"ENSG00000109771	2.05517	1.47741	1.91618	1.87337	0.693147	1.44653	2.04126	1.41113	1.87137	0	1.70191	1.99789	1.88506	2.04339	1.91867	1.90243	1.53251	1.82882	0.52542	1.2653	1.50273	2.41922	2.01757"
"ENSG00000109775	5.92992	5.59561	5.994	5.91032	5.94985	5.90385	6.06608	6.05228	5.9249	6.05902	6.19553	5.9732	5.70162	5.4653	5.96796	5.82	6.04607	6.12108	5.8749	5.8902	5.5115	6.01131	4.98009"
"ENSG00000109787	7.49492	7.55644	7.40136	7.32661	7.26664	8.39645	8.58373	7.14938	7.29644	7.40368	7.16539	7.39648	7.41462	7.73275	7.34755	7.43072	7.33855	7.07487	7.28371	7.89562	8.4567	7.87348	8.56205"
"ENSG00000109790	6.26469	6.08896	5.62177	6.36118	6.28791	6.02563	6.40146	6.11188	6.11327	6.18936	5.98665	5.97657	6.12484	5.82	5.96023	5.8922	6.00263	5.96148	5.98209	5.98793	6.42177	5.90385	6.3291"
"ENSG00000109794	1.82778	0	0.693147	0	0	3.01781	3.08638	0	0	1.92735	0	1.12888	0.996815	0.693147	0	0	1.24203	0	1.90017	0	1.51138	2.71116	0"
"ENSG00000109805	2.90464	2.30641	1.73146	1.45095	2.55222	0.739442	3.10555	2.57596	1.09394	2.54842	3.05915	1.73168	2.8065	1.56439	2.88071	2.64738	4.53439	1.86061	2.96936	1.12383	2.19195	2.18208	3.88097"
"ENSG00000109814	5.54858	5.59836	5.4457	5.62831	5.7343	5.30396	5.4719	5.62596	5.38325	5.57767	5.79515	5.95179	5.75479	5.73869	5.60545	5.8117	5.83077	5.89673	5.47587	5.54962	4.99105	5.94569	4.56174"
"ENSG00000109819	0	1.01702	0.693147	2.14986	0	0	0.694865	1.92414	0	1.54637	1.54182	2.05093	0	0.779447	0	0.69508	0.693147	0	0	1.25246	0	1.70017	0"
"ENSG00000109832	0	0	0	0	0	0	0	0	0	0.3652	0	0	0.729047	0	0.693147	0	0	0	0	0	0	0	0"
"ENSG00000109846	0	0	0	0	0	1.11423	1.64775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0"
