"Gene_ID	Control001	Control003	Control004	Control005	Control006	Control007	Control008	Convalescent001	Convalescent002	Convalescent003	Convalescent004	Convalescent005	LongCOVID001	LongCOVID002	LongCOVID003	LongCOVID004	LongCOVID005	LongCOVID006	LongCOVID007	LongCOVID008	LongCOVID009	LongCOVID010	LongCOVID011"
"Group	Control	Control	Control	Control	Control	Control	Control	Convalescent	Convalescent	Convalescent	Convalescent	Convalescent	LongCovid	LongCovid_BrainFog	LongCovid	LongCovid	LongCovid	LongCovid	LongCovid	LongCovid_BrainFog	LongCovid_BrainFog	LongCovid_BrainFog	LongCovid_BrainFog"
"ENSG00000132716	7.05155	7.00425	7.26329	7.11428	7.17052	6.9328	6.72715	7.26186	6.84128	7.06606	6.74837	7.00033	7.05155	7.09699	7.27633	7.09822	7.03989	7.26329	7.04163	7.07203	6.72314	7.15669	6.69926"
"ENSG00000132718	5.63887	5.56273	5.38865	5.67546	5.57357	5.50894	5.72205	6.00603	5.82718	6.34643	6.4022	5.43533	5.7775	6.19987	6.29324	5.96431	5.82244	6.33516	5.82786	5.88391	5.35186	5.90613	5.3129"
"ENSG00000132740	6.05596	6.34167	6.24168	5.9814	6.16771	6.12441	5.70064	5.9399	5.83227	5.91377	5.83847	5.88966	6.17475	5.84575	5.99362	6.21852	6.40714	5.90085	6.47728	5.81476	5.61656	5.99957	6.02154"
"ENSG00000132744	3.36922	3.82535	3.43637	3.44115	3.66544	3.55227	3.47433	3.42155	2.32906	2.71292	3.39879	3.68775	3.0397	2.54162	2.52699	3.10325	3.16581	2.86411	2.70014	3.88973	2.91574	3.08159	3.6383"
"ENSG00000132749	3.83436	4.0049	3.55028	3.07201	3.66807	3.11301	2.97147	3.63354	3.14436	2.76509	2.92986	3.71567	3.03837	3.34393	3.14752	3.86413	3.58553	3.93849	3.52188	3.42679	3.84789	3.88191	3.34796"
"ENSG00000132763	2.77149	2.08406	3.00675	2.95955	2.85921	2.22293	2.28765	2.33966	2.19084	2.63896	2.29817	3.2578	2.51977	2.74776	2.81914	1.67628	2.91206	2.64006	2.46149	2.73674	2.24006	2.37281	1.64693"
"ENSG00000132768	7.2085	7.25817	7.43136	7.08298	7.29236	6.99728	6.8216	7.23058	7.11428	7.07453	6.94543	7.22818	7.21563	6.90251	7.30638	7.21901	7.20188	7.19612	7.11524	7.27148	6.89797	7.22703	6.38664"
"ENSG00000132773	5.60527	6.48359	6.12659	5.63346	5.71496	6.70738	6.61911	5.7487	5.73829	5.58473	5.64256	6.01646	6.13259	6.07572	5.871	5.77595	5.81288	5.85247	5.96509	6.34747	6.76601	6.39518	6.46349"
"ENSG00000132780	6.40384	6.30597	6.55725	6.48811	6.46155	7.58826	7.36644	6.62159	6.64264	6.55033	6.61715	6.61911	6.45546	6.75438	6.64891	6.62242	6.6871	6.72235	6.72513	6.62661	6.12267	6.51937	6.09923"
"ENSG00000132781	6.85305	6.9506	7.05826	6.67268	6.86605	6.80448	6.44819	6.78909	6.87239	6.76528	6.45611	6.83438	6.76745	6.65337	6.97926	6.94001	6.96339	6.71461	6.83469	6.97703	6.75093	6.52229	6.55982"
"ENSG00000132792	7.52418	7.49492	7.53209	7.44323	7.53944	7.47718	7.32087	7.53626	7.62108	7.32963	7.59487	7.59772	7.52376	7.48562	7.58161	7.47015	7.48851	7.45438	7.47405	7.53434	7.23268	7.74049	7.23268"
"ENSG00000132793	1.58851	0	1.91932	1.36899	0.737419	2.32086	1.68462	1.5424	1.18462	0.950621	0	1.12261	1.51754	2.00776	0	2.23008	0.920731	1.54616	1.13937	1.29547	2.00111	1.95095	1.80281"
"ENSG00000132801	3.72624	2.91492	4.24578	3.90242	4.40804	4.36807	4.37056	4.77565	4.09142	4.27982	4.2551	4.04938	4.00675	3.76129	3.84878	4.00302	4.39641	4.47784	4.53571	3.90497	3.92351	3.72182	2.48587"
"ENSG00000132819	8.12706	8.39084	8.40256	7.93649	8.20741	9.27904	9.31127	8.04825	7.97422	8.06627	7.97308	8.13667	8.09849	8.66403	7.96357	8.05452	8.27429	7.95924	8.0514	8.6114	9.426	8.44055	9.59027"
"ENSG00000132821	0	0	0	0	0	0	0	0	0	0	0	0	0	0.601139	0	0	0	0	0	0	0	0	0"
"ENSG00000132823	6.81454	7.35176	6.92634	6.81102	6.74898	8.18569	8.16118	7.04427	7.22818	6.78909	7.09151	6.92634	6.84773	8.33418	6.92892	6.75894	6.9981	6.97926	6.99449	7.59297	7.9619	7.52465	7.72575"
"ENSG00000132824	8.05317	7.67734	7.93192	7.96874	8.06824	7.91518	7.96113	8.10056	7.68717	7.95672	7.94212	7.92718	7.91034	7.81792	7.96113	7.90789	7.84024	8.04926	7.64285	7.87668	7.49865	7.88155	7.24049"
"ENSG00000132825	3.80522	4.6475	3.90533	4.61339	4.6722	4.33171	4.43891	4.77103	3.29263	4.49148	3.86811	4.53192	4.61282	4.23079	4.23628	4.29478	4.52886	4.52169	4.04938	3.48035	5.45084	4.06756	5.09174"
"ENSG00000132832	3.17332	1.58026	2.701	2.59291	2.19944	2.22355	1.38049	2.01845	2.73404	2.08366	2.76509	2.9973	2.25755	1.36243	2.31666	2.43298	2.99963	2.57017	3.15252	2.21718	1.97432	3.43142	0"
"ENSG00000132837	1.13568	0	0.693147	1.62359	0	0	1.46228	0.738439	0	0	1.62661	0	0.425689	0	1.95077	0	0	0	0.424035	1.62864	1.09742	0	0.693147"
"ENSG00000132840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.29238	0	0	0	0"
"ENSG00000132842	6.31919	6.20101	6.26856	6.53573	6.41401	6.2448	6.12221	6.66415	6.70106	6.29858	6.13259	6.30909	6.36084	6.40652	6.55567	6.28791	6.27347	6.56335	6.09448	6.29432	5.85926	6.48285	6.49499"
"ENSG00000132846	4.73955	5.01447	5.00236	4.80147	4.6972	5.48321	5.25537	4.41457	4.3239	4.60928	4.22981	4.45865	4.88177	4.27749	4.35074	4.85401	4.56776	4.77159	4.61236	4.08213	4.97079	4.21063	4.98667"
"ENSG00000132849	5.12133	4.78209	5.11939	4.55134	4.80237	5.24975	4.95462	4.48597	5.04063	4.86186	4.24183	4.83871	4.80458	5.49948	5.04716	5.11516	4.95462	4.81924	4.75944	5.3537	4.79442	5.72586	5.1033"
"ENSG00000132854	0	0	1.96436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0"
"ENSG00000132872	0	0.632874	0	0.273152	0	1.43346	1.44246	0	0	0	0	0	0	0.767355	0	0	0	0	0	0	0	0	0"
"ENSG00000132874	0.740035	0.632874	1.62978	0.265434	0	1.88256	0	1.39964	0.284976	2.40431	2.41137	0	0	0.547835	0.983859	1.93885	1.31033	2.05665	0	0	2.1583	0.69003	1.85752"
"ENSG00000132879	5.84589	5.89349	6.17858	5.66754	5.67745	5.40311	5.55518	5.66064	5.74561	5.5756	5.62639	5.6934	5.70433	5.93351	5.62804	5.49033	5.4555	5.6983	5.85483	6.02211	5.75607	6.09799	5.66358"
"ENSG00000132881	3.96695	3.94476	3.80008	3.69196	3.79196	2.17059	2.0353	3.02416	3.92155	4.06251	3.40212	3.30973	3.6081	3.36187	3.51384	3.22366	3.93233	3.84458	3.45859	3.96208	1.91042	3.02044	2.01624"
"ENSG00000132906	5.63374	5.86276	5.62859	6.02529	5.73041	6.67176	6.8882	6.07903	5.70064	5.67699	6.2286	6.09476	5.95797	6.17322	5.79258	5.93122	5.81851	5.76028	5.8566	5.91568	6.07164	5.65768	5.97761"
"ENSG00000132912	5.46063	5.41802	5.10484	5.25942	5.24376	6.20803	6.39822	5.44934	5.31833	5.70064	5.02302	5.23955	5.38493	5.63555	5.45349	5.16642	5.25812	5.41802	5.25294	5.28594	5.9814	5.1478	6.45517"
"ENSG00000132915	0.76343	0	0	0	0	0	0	0	0	0.540271	0	0	0	0	0	0	0.350702	0	0	0	0	0	0"
"ENSG00000132932	3.48743	2.35142	3.12138	3.07497	3.2473	3.14194	2.93105	1.61298	2.23556	3.05498	0.693147	2.77062	2.02255	1.96954	2.59826	1.54383	3.1964	3.31766	2.99083	2.43129	2.80479	1.95205	0.689114"
"ENSG00000132938	2.21597	1.18929	0	0.236092	0.729707	1.4176	2.06476	0.981533	0.969603	1.68088	1.62882	1.65494	2.15993	2.04116	0	1.9384	0.369249	2.06285	1.29612	0.693147	2.48772	1.90508	2.01067"
"ENSG00000132950	6.12418	5.57867	5.76152	5.53978	5.40577	5.8637	6.13636	5.70402	6.3546	6.00603	5.75772	5.81938	5.67745	5.73508	5.64064	5.56941	5.53166	5.6361	5.85634	5.87726	5.72164	6.05922	6.35898"
"ENSG00000132952	6.10625	6.07642	5.90872	6.00263	5.97164	6.1637	6.13111	6.08672	6.36987	6.00089	5.95219	5.99763	5.98243	6.42629	5.96148	5.86209	5.81368	5.86123	5.98472	6.26096	6.43651	6.34701	7.12951"
"ENSG00000132953	4.70758	4.59486	4.35957	4.27707	4.8662	5.24169	5.29602	4.48953	4.32365	4.44657	4.34651	4.51456	4.60084	5.01153	4.59205	4.37975	4.8053	4.92419	4.44749	4.64345	4.94202	5.01887	5.69085"
"ENSG00000132958	0	0	0	0	0	0.741635	0.908538	0.777659	0.69358	0	0	0	0	0.533832	0	0	0.362321	0.694653	0	0.867251	0.688644	0.69138	0.689114"
"ENSG00000132963	7.13211	6.69027	6.58702	6.74744	6.45284	7.26922	7.67561	6.7119	7.45139	7.02357	7.16579	6.86776	6.8717	6.84525	6.57327	6.87901	6.70143	6.67641	6.95166	6.70775	7.30749	6.77524	7.87946"
"ENSG00000132964	4.0735	4.19679	3.92172	4.07386	4.06395	4.15305	4.26849	4.1832	4.21553	4.35911	4.53192	4.21721	4.10323	4.27784	4.15986	3.98003	3.9477	4.26143	4.04358	3.6752	4.07422	4.4933	3.61859"
"ENSG00000132965	7.66308	7.43136	7.56607	7.54658	7.58037	7.39522	7.42075	7.68586	7.62385	8.09774	8.09227	7.73823	7.46902	7.70855	7.45396	7.77247	7.30285	7.46331	7.83555	7.73823	7.88055	7.57213	7.70712"
"ENSG00000132967	6.9486	6.98368	7.01641	7.04868	6.7695	6.99417	6.98559	7.07044	7.32279	6.97662	7.38535	7.03913	6.92973	7.02195	6.94825	7.08718	7.08687	6.90436	7.31461	7.18902	7.18535	7.23017	7.27277"
"ENSG00000132970	0.748248	0	0	1.81928	0	2.08303	1.2488	2.91479	1.29547	1.79836	3.34652	2.31879	3.00139	0	2.16594	1.54114	2.14389	0	2.68312	3.04087	1.09704	1.56673	1.98568"
"ENSG00000132972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.92301	0	0	0	0	0	0"
"ENSG00000132975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11308	0	0	0	0.693147	0	0	0"
"ENSG00000133019	1.15142	0.632874	2.40943	1.35117	1.31952	0	0.899715	1.28276	0.282942	0	1.26652	1.12261	0	0.566081	2.16589	2.37546	2.82371	1.81621	1.48291	0.173372	1.50357	0.693147	2.29346"
"ENSG00000133026	3.83299	4.2183	4.42408	3.37144	3.44492	4.20385	4.21784	3.60733	3.47636	3.56556	3.13021	3.74204	3.75834	4.51586	3.9175	4.04754	3.56172	3.32799	3.25832	4.25934	4.04924	4.36296	4.59486"
"ENSG00000133027	5.99926	6.2665	6.06391	5.7312	5.88966	5.91245	5.95921	5.58366	5.81667	5.53335	5.99494	5.89177	5.94724	5.78965	5.77147	6.04562	5.60474	5.56273	5.90978	5.64566	6.19814	5.93886	5.71367"
"ENSG00000133028	5.25324	4.91472	5.31258	5.56406	5.32934	4.95502	5.11167	5.53574	5.21779	5.2822	5.461	5.5115	5.11569	5.32912	5.50894	5.48658	5.36397	5.5611	5.44053	5.25023	5.77184	5.32259	5.45418"
"ENSG00000133030	6.43078	6.71906	6.76777	6.03069	6.45932	6.8216	6.65987	6.12534	6.36256	6.30175	6.38813	6.46643	6.41219	6.5749	6.45932	6.48747	6.35443	6.36879	6.38699	6.66197	6.53016	6.91811	6.392"
"ENSG00000133048	0.736589	2.47202	0.699412	3.61026	1.629	2.00726	2.31136	3.02496	3.18835	2.71517	0	0	2.15147	0.823744	2.80701	2.98175	1.21539	1.8143	0	2.09823	2.81725	0	0.69003"
"ENSG00000133055	2.20644	3.19153	1.8439	1.89624	1.71524	2.86421	0.853385	2.27345	0	2.30098	0	2.76702	1.00892	0	0.991268	2.62238	2.10355	1.91867	1.90964	0.693147	1.68462	0.693147	0"
"ENSG00000133056	3.37279	3.77425	3.96208	3.1932	3.27876	3.3065	2.91013	3.30881	4.14054	3.34048	3.28363	3.65656	3.1919	3.49554	3.54348	3.1919	3.56211	3.32769	3.39175	3.319	2.60086	3.82494	2.80342"
"ENSG00000133059	5.89673	6.18851	6.06635	6.06608	6.18629	6.38015	6.16771	5.86906	5.70532	5.99267	5.86906	5.88303	5.96023	6.1019	5.90907	5.85845	5.9944	6.08868	5.7928	6.08297	6.16608	6.25852	6.33351"
"ENSG00000133063	1.1497	2.34811	0.705477	1.34701	1.9017	1.14067	0	1.43897	2.01946	1.73002	0	0.634159	0.758989	1.45822	0.990537	1.54934	1.20077	2.48305	1.12298	1.04136	2.41895	1.48161	0.69048"
"ENSG00000133065	5.18153	4.98204	5.25843	4.96823	5.08253	5.48741	5.49427	5.09507	4.89358	5.06059	4.84542	4.8473	4.85375	5.02991	5.36724	4.91007	4.96227	5.14816	4.8198	4.93033	4.87059	5.06146	4.89586"
"ENSG00000133067	5.48596	4.96312	5.06311	5.63111	5.48785	5.23658	5.34741	5.55788	4.78605	6.12441	5.82831	4.03329	5.72849	6.283	5.4538	5.2822	5.72247	5.70659	6.02648	5.48127	5.04018	5.57384	6.4395"
"ENSG00000133069	3.99152	4.37226	4.40881	4.85785	4.62674	4.23233	4.1018	5.40673	5.34722	5.3414	5.61263	4.88299	5.33278	4.34091	5.23548	4.77485	5.13313	4.42629	5.60587	5.07148	4.14799	4.28703	3.66576"
"ENSG00000133101	0	1.40605	0.922617	0.238233	0.726382	1.88928	2.29999	0	2.15403	0	0.693147	2.41844	0	0	1.39712	1.11423	1.73168	1.13568	1.12137	0	0	0.692929	0"
"ENSG00000133103	5.51701	4.80458	5.02932	5.10762	5.1728	4.89033	4.80626	5.57867	4.8226	5.59041	5.49321	4.84635	5.16768	5.029	5.70659	5.1135	5.25942	5.64296	5.03644	5.19772	4.9783	4.99834	4.69851"
"ENSG00000133104	6.5127	6.31558	6.53932	6.70343	6.85191	6.73799	6.84128	6.79056	6.39304	6.47266	6.44395	6.61871	6.41288	6.53706	6.53706	6.41742	6.5289	6.64627	6.18034	6.59084	6.22296	6.40266	6.16417"
"ENSG00000133105	0	0	0	0	0	0	0	0	0	0	0	0.632874	0	0	0	0	0	0	0	0	0	0	0"
"ENSG00000133106	6.01862	5.24369	5.75784	5.58177	6.85009	5.67128	5.20598	5.9254	6.29858	5.89481	5.93914	5.21192	6.04562	5.65023	5.90821	6.33333	5.8911	5.84589	5.37791	5.35353	4.88111	5.36701	6.0493"
"ENSG00000133111	4.26089	3.90068	4.42041	4.08666	4.27035	3.8491	3.95467	3.96003	4.54501	4.2414	4.34091	4.15473	4.29655	4.26395	4.20042	4.39722	4.22213	4.22906	4.53599	4.40186	3.90338	4.1041	4.54832"
"ENSG00000133112	8.62275	8.36714	8.7903	8.31482	8.1938	9.06382	9.23663	8.14908	9.03052	8.81122	8.74518	8.91304	8.34809	8.72362	8.10249	8.37117	8.26773	8.14657	8.6074	8.90804	9.00487	8.72362	9.02331"
"ENSG00000133114	5.15292	4.6722	4.80237	4.78662	4.85843	4.59143	4.44583	4.74936	5.10145	4.66914	4.86044	4.98427	4.70254	4.56174	4.96475	4.83807	4.75983	4.74838	4.95316	4.60052	4.73035	4.52842	4.81112"
"ENSG00000133116	0.79727	1.9796	0.696129	2.01996	2.29966	0	1.55323	1.11023	0	2.65368	1.44246	2.49502	0.707501	1.80561	0.495476	1.31263	1.94988	1.91847	1.66532	0.693147	0	1.84088	1.8476"
"ENSG00000133119	4.51515	4.3622	4.06022	4.43075	4.50552	4.40435	4.13804	4.51391	4.43891	4.59226	4.36159	4.25544	4.41943	3.71964	4.39437	4.47433	4.78254	4.70198	4.28508	4.61911	4.39458	4.10367	4.73448"
"ENSG00000133121	1.5824	2.4729	2.47366	2.01924	2.52755	2.00907	1.29687	1.78923	1.18995	2.31184	1.97132	2.1666	1.92093	1.62536	1.11105	2.34719	1.95563	1.32631	0	0	0	2.43925	3.07803"
"ENSG00000133131	5.22288	4.21453	5.15338	4.10323	4.47067	4.88205	4.83899	4.40745	4.56001	4.95462	4.49918	4.66459	4.43184	4.57988	4.61889	4.43626	4.80298	4.83706	4.49945	5.20668	4.89664	4.79604	4.35833"
"ENSG00000133134	5.96171	5.98861	6.33226	5.43533	5.85058	6.475	6.44317	5.43293	6.04423	5.66944	5.32636	5.84075	5.90385	5.95569	5.76152	5.64335	5.85831	5.45054	5.92199	6.48328	6.3367	6.16186	6.2155"
"ENSG00000133135	0	0	0	0	0	0	0	1.09947	0	1.3717	0	0	0	0	0	0	0	0	0	0	0	0	0"
"ENSG00000133136	0	0	0	0	0	0	0	0	0.295017	0.726738	0	0	0	0	0	0.778021	0	0.802584	0	0	0.887455	0	0.976842"
"ENSG00000133138	1.43919	1.39525	2.67424	2.16184	0	1.17794	1.49819	2.69239	1.63199	2.64839	1.9551	1.12137	1.79613	2.05371	1.96954	1.9423	2.29218	1.80943	1.48161	2.05194	2.26805	1.84309	0.691823"
"ENSG00000133142	5.35283	5.17377	5.70312	5.39159	5.4272	5.50021	4.97987	5.15879	5.71777	5.36418	5.58094	5.53698	4.51728	4.88999	5.0999	5.31652	4.96353	5.07514	5.31793	5.69956	5.58565	5.11785	5.16002"
"ENSG00000133169	1.60407	1.62551	1.91812	0.242866	2.98824	2.52609	3.14412	2.60302	1.29189	0.49281	1.91888	0.547835	2.21761	2.30237	2.48208	2.04255	2.21057	1.18224	2.51642	1.37329	2.48587	1.48513	2.81106"
"ENSG00000133193	6.96261	6.65235	6.78496	6.92634	6.84976	6.60918	6.80771	6.849	6.84294	6.99147	7.04928	6.93522	6.67028	6.74572	7.00141	6.77645	6.93551	7.03583	6.76528	7.02823	7.02195	6.82521	7.2819"
"ENSG00000133195	5.73754	6.37529	5.59509	6.05498	5.98964	5.44355	5.64609	5.985	5.58913	5.81185	5.74174	5.75347	5.971	5.8531	5.68762	6.28264	5.80068	5.39857	5.88056	5.73726	5.75859	5.91119	5.74898"
"ENSG00000133216	4.9204	5.52212	4.40005	4.74979	5.45136	4.32763	4.2345	4.24183	4.18643	4.60396	3.25796	4.02547	5.0015	4.42593	4.10517	4.08821	3.63704	3.77782	3.79809	3.18288	4.7457	3.4034	4.6396"
"ENSG00000133226	7.60729	7.56478	7.5798	7.48146	7.41726	7.73823	7.69296	7.45139	7.54142	7.29747	7.15514	7.26609	7.33029	7.59487	7.3582	7.42122	7.31374	7.40187	7.17218	7.69225	7.42274	7.67135	7.90947"
"ENSG00000133243	6.72672	7.27148	7.08186	6.89669	6.82965	6.66302	6.71151	6.66028	6.62929	6.90014	6.71817	6.96084	6.97029	6.7119	6.85685	6.89559	6.6849	6.68851	6.79383	6.80629	6.88948	6.91774	6.29611"
"ENSG00000133246	6.87771	7.4674	6.7119	7.46692	7.4757	6.6038	6.45852	7.40612	6.85422	6.83631	6.82487	7.07749	7.32027	7.02888	6.90215	7.39084	7.23916	7.23534	6.96084	6.47818	6.94376	6.87132	6.87018"
"ENSG00000133247	3.88371	3.90212	4.47391	4.35259	3.90225	5.31565	5.45068	4.12757	3.91385	4.13037	3.92155	4.10223	3.91683	4.51456	3.86679	4.14971	4.50195	4.21908	4.22548	4.18108	4.63487	4.33407	4.61889"
"ENSG00000133250	5.13891	5.62033	5.62831	4.75084	5.11762	4.6182	4.55134	4.27822	4.85785	4.99422	4.43626	5.17523	5.33309	4.8709	4.78932	5.12638	5.0777	4.74409	5.12592	5.10171	5.55254	4.81193	5.40577"
"ENSG00000133256	5.17008	5.48741	5.40277	5.06098	5.11785	5.07981	5.0772	4.98009	5.43558	4.91147	4.92658	5.05795	5.22422	4.81278	5.1459	4.7522	4.98482	5.02531	5.17169	5.36397	5.00331	5.14734	4.68722"
"ENSG00000133265	6.21621	6.43712	6.47642	6.29628	6.37071	6.78791	6.75321	5.90501	6.22479	6.36507	6.14164	6.34849	6.26353	6.28034	6.17913	6.44859	6.45094	6.14234	6.26665	6.29611	6.35485	6.19307	6.13065"
"ENSG00000133275	7.63346	7.81357	7.79819	7.52904	7.66533	7.53566	7.73461	7.39131	7.5233	7.53993	7.31284	7.38075	7.62766	7.6207	7.5765	7.54697	7.51052	7.44973	7.47604	7.54296	7.52795	7.50845	7.70803"
"ENSG00000133302	4.67473	3.77149	4.57453	4.31533	3.88217	4.33061	4.03392	4.15543	5.08419	4.80791	4.35074	4.37111	4.23314	4.54323	4.61711	4.42071	4.54778	4.49789	4.22487	4.21088	4.68639	4.27122	4.6871"
"ENSG00000133313	8.35288	7.93514	8.0766	8.22334	8.41186	7.61314	7.57926	8.27429	8.1738	7.99885	8.18803	8.18936	8.228	7.82474	8.52885	8.17845	8.22688	8.17761	7.92718	8.01741	7.41291	7.82073	7.29805"
"ENSG00000133315	4.20054	3.86811	4.34694	3.95564	3.6368	3.92749	4.25211	3.56524	3.52233	4.07463	3.33221	3.55061	3.61859	3.73221	4.04829	3.61191	3.89389	3.51339	3.38428	3.99949	4.09128	3.68762	3.94787"
"ENSG00000133316	6.80448	6.91283	7.18295	6.77722	6.88295	8.42949	8.24314	6.74744	6.94978	6.77322	6.62089	6.82123	6.83724	7.04123	6.81366	6.83939	6.80252	6.67763	6.85785	6.92634	7.54808	6.83005	7.15028"
"ENSG00000133317	5.14545	5.30139	4.8908	6.1259	5.80729	4.9544	4.61752	6.21758	6.27462	5.9486	6.0131	5.54446	6.11056	4.90913	5.72768	5.40172	6.11204	5.7028	6.13473	5.77937	4.66568	5.09391	5.34581"
"ENSG00000133318	7.63007	7.82711	7.22082	8.12614	7.73461	7.50591	7.51246	7.91781	7.81124	7.72721	7.79819	7.83189	7.88913	7.72197	7.60542	7.93579	7.65861	7.85407	7.61251	7.21082	7.53776	7.57404	7.57926"
"ENSG00000133321	7.24261	7.04613	7.43072	6.96901	7.02357	6.86812	6.86451	7.17093	7.08049	7.64967	7.7835	7.37293	7.21287	7.22969	7.48562	7.26143	7.41326	7.58826	7.41922	7.47781	7.06035	7.2448	6.83043"
"ENSG00000133328	1.6034	1.21743	2.83252	0.243766	2.88312	2.00976	2.18288	1.56576	1.63267	1.37807	1.44246	2.62413	1.52118	1.78667	0.498518	2.76526	4.42145	1.54066	4.17818	1.21448	0.646242	0.681207	2.39815"
"ENSG00000133392	1.6723	2.19689	2.51079	1.79978	2.52888	0.992062	2.38899	2.7821	2.52888	2.09917	1.31348	2.13625	0.81898	1.72881	1.97346	2.49596	2.77718	1.45347	1.96436	1.96567	1.54515	1.9177	2.38998"
"ENSG00000133393	5.62596	5.29384	5.50621	5.70715	5.53081	5.56724	5.58094	5.71171	5.59413	5.67073	5.7292	5.58544	5.56472	5.43949	5.54709	5.39205	5.57654	5.72076	5.70187	5.32636	5.66956	5.36177	5.74338"
"ENSG00000133398	6.79587	7.01672	6.97361	6.66677	6.58148	7.06696	7.0724	6.42715	6.77894	6.69123	6.99678	6.90153	6.73363	6.91239	6.68954	6.66102	6.66028	6.61196	6.91022	7.2709	7.37132	7.22786	7.11836"
"ENSG00000133401	1.43206	1.99009	2.27092	1.90676	2.56698	2.38861	2.42265	1.75348	1.6331	2.56912	2.24274	1.32252	1.7988	1.91854	2.49927	1.11921	2.06448	0.693147	2.62483	1.81928	2.0353	0.680418	2.03088"
"ENSG00000133422	5.84947	5.46159	6.09799	5.69711	6.11687	5.04018	5.24597	5.52212	5.50711	5.91499	5.48741	5.80407	5.5484	5.39939	6.02529	5.62238	6.3546	6.03099	5.65138	5.9732	5.37101	5.33278	4.78965"
"ENSG00000133424	3.78413	3.71633	3.68156	3.63081	2.88778	3.02416	3.47142	3.98142	4.63784	3.17737	4.23147	3.41961	2.89313	3.39396	4.18408	3.95424	3.27093	3.80293	4.14848	3.54593	2.57184	4.41734	2.61353"
"ENSG00000133433	0	0.481204	0	0.244099	1.36626	1.17757	0	1.10245	1.38446	1.77226	0.879946	0	1.52287	1.42042	0.500107	2.927	0	0.693147	1.11714	1.58768	0.644281	2.3583	1.83567"
"ENSG00000133454	2.63453	0	0	0.24477	0.731635	2.57421	0	0.698399	0	1.3787	0	0	0	0	1.46413	1.31891	1.35832	1.29391	0	1.45231	0	1.5824	0"
"ENSG00000133460	4.5187	4.4972	4.71959	4.38255	4.66264	3.78548	4.3659	4.63487	5.20511	4.26143	4.66914	4.3931	4.48622	3.99299	4.78313	4.57193	4.7426	4.60326	4.86553	4.93517	4.38011	4.80505	4.17754"
"ENSG00000133466	4.62768	4.37858	4.69369	3.63515	3.93421	3.1964	3.72182	3.81317	3.34209	3.40702	3.21785	3.74036	3.26645	3.97457	3.79836	3.8987	3.6383	3.44955	2.58844	3.84679	3.65589	3.61328	3.94748"
"ENSG00000133477	0.624107	1.92503	0.706399	0	0	4.73098	4.2938	0	0	0.934211	0.986751	1.11361	0.710078	2.30341	1.60281	0	0.267604	0	0	2.04994	0.645922	1.58887	2.03115"
"ENSG00000133561	7.53301	6.9595	7.60143	7.71658	7.74147	6.29662	5.4684	7.99529	6.88239	8.0062	7.36689	7.62339	7.51452	6.78536	8.00084	7.41291	8.01638	7.88913	7.2709	7.02613	7.08474	6.96128	7.24576"
"ENSG00000133574	8.69471	7.5131	8.54863	8.70572	8.78599	6.73957	6.72425	9.06382	8.0784	9.13128	8.4276	8.68747	8.33418	7.61915	8.88817	8.46495	9.16286	9.0408	8.29295	8.00883	7.94417	7.69083	7.9304"
"ENSG00000133597	6.42878	6.63236	6.46782	6.25269	6.33729	6.45635	6.23177	6.30296	6.41083	6.28886	6.60416	6.52435	6.392	6.36153	6.42815	6.34103	6.39126	6.27825	6.51072	6.59065	6.24557	6.62782	5.93122"
"ENSG00000133606	8.51524	8.49696	8.30339	8.47701	8.50065	8.24488	8.10695	8.64635	8.2968	8.45292	8.46966	8.37117	8.46347	8.36844	8.42949	8.41755	8.46966	8.58373	8.42017	8.62641	8.48623	8.57163	8.80049"
"ENSG00000133612	6.62242	6.69679	6.59881	6.72448	6.63766	7.19301	7.238	6.17444	5.84797	6.53899	6.21921	6.61538	6.51072	6.56483	6.59384	6.36879	6.33308	6.57127	6.08653	6.17789	6.81023	6.36987	6.28517"
"ENSG00000133619	3.0636	3.04544	3.38882	2.6065	3.26154	3.4856	3.70156	2.80479	2.92319	3.46295	3.03479	1.96165	2.57712	2.49089	2.92877	2.87896	2.80259	3.30756	2.82396	2.74971	3.51222	3.49425	4.04391"
"ENSG00000133624	0.853021	0	0	0	0	0	1.81816	0	0	0	0	0	0.273152	0	0	0.286954	0	0	0	0	1.55612	0	0"
"ENSG00000133627	5.01498	5.02733	5.04282	5.12317	5.02003	4.52265	4.56991	5.17853	5.4907	5.14933	5.35353	4.97187	5.1113	4.6998	4.98725	5.0122	5.27718	5.05288	5.43751	5.44008	4.74085	5.09698	4.56314"
"ENSG00000133639	8.88501	8.78786	9.12255	8.79231	9.05674	9.34894	9.71909	8.64233	8.71314	8.90804	8.46495	8.70283	8.61796	9.17522	8.66657	8.76667	8.74745	8.69967	8.68002	9.1098	9.32744	8.9172	9.19549"
"ENSG00000133641	5.09312	4.29247	4.93773	4.83956	4.503	5.46304	5.65768	4.85934	5.14529	5.47681	4.71435	4.91147	4.36409	5.05184	4.50121	4.62922	5.01911	4.80111	4.333	4.82058	5.08253	4.82857	4.98725"
